Complex1	Apo-GP96 dimer	endoplasmic reticulum lumen	Reactome DB_ID: 1678941	Protein2	
Complex693	RAS:RAF:14-3-3	plasma membrane	Reactome DB_ID: 109789	Protein1237	
Complex694	Activated RAF1 complex	plasma membrane	Reactome DB_ID: 109793	Protein1239	
Complex694	Activated RAF1 complex	plasma membrane	Reactome DB_ID: 109793	Protein1237	
Complex694	Activated RAF1 complex	plasma membrane	Reactome DB_ID: 109793	Complex690	
Complex695	HRAS:GTP	plasma membrane	Reactome DB_ID: 167204	SmallMolecule54	
Complex695	HRAS:GTP	plasma membrane	Reactome DB_ID: 167204	Protein1234	
Complex696	Ras:GTP:p-Raf1(S259,S621)	plasma membrane	Reactome DB_ID: 206716	Complex695	
Complex696	Ras:GTP:p-Raf1(S259,S621)	plasma membrane	Reactome DB_ID: 206716	Protein1238	
Complex697	Activated RAF1 complex:MEK	plasma membrane	Reactome DB_ID: 112406	Protein1240	
Complex697	Activated RAF1 complex:MEK	plasma membrane	Reactome DB_ID: 112406	Complex694	
Complex698	Activated RAF1 complex:MEK1	plasma membrane	Reactome DB_ID: 109794	Protein164	
Complex698	Activated RAF1 complex:MEK1	plasma membrane	Reactome DB_ID: 109794	Complex694	
Complex699	Activated RAF1 complex:MEK2	plasma membrane	Reactome DB_ID: 109795	Protein1241	
Complex699	Activated RAF1 complex:MEK2	plasma membrane	Reactome DB_ID: 109795	Complex694	
Complex7	intracellular TLR:UNC93B1	endoplasmic reticulum membrane	Reactome DB_ID: 1678926	PhysicalEntity1	
Complex7	intracellular TLR:UNC93B1	endoplasmic reticulum membrane	Reactome DB_ID: 1678926	Protein7	
Complex70	NFkB Complex	cytosol	Reactome DB_ID: 168155	Protein99	
Complex70	NFkB Complex	cytosol	Reactome DB_ID: 168155	Protein98	
Complex700	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG	plasma membrane	Reactome DB_ID: 2424460	Complex701	
Complex700	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG	plasma membrane	Reactome DB_ID: 2424460	Complex685	
Complex700	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG	plasma membrane	Reactome DB_ID: 2424460	Protein1008	
Complex701	GADS:p-Y113,Y128,Y145-SLP-76	cytosol	Reactome DB_ID: 2424466	Protein1242	
Complex701	GADS:p-Y113,Y128,Y145-SLP-76	cytosol	Reactome DB_ID: 2424466	Protein1232	
Complex702	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG:VAV:BTK:PIP3	plasma membrane	Reactome DB_ID: 2424461	Complex700	
Complex702	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG:VAV:BTK:PIP3	plasma membrane	Reactome DB_ID: 2424461	Protein326	
Complex702	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG:VAV:BTK:PIP3	plasma membrane	Reactome DB_ID: 2424461	Protein1243	
Complex702	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG:VAV:BTK:PIP3	plasma membrane	Reactome DB_ID: 2424461	SmallMolecule65	
Complex703	p-5Y-LAT:GRB2:SOS1:GADS:p-3Y-SLP-76:PLCG:VAV:p-Y223,Y551-BTK	plasma membrane	Reactome DB_ID: 2424457	Complex700	
Complex703	p-5Y-LAT:GRB2:SOS1:GADS:p-3Y-SLP-76:PLCG:VAV:p-Y223,Y551-BTK	plasma membrane	Reactome DB_ID: 2424457	Protein1244	
Complex703	p-5Y-LAT:GRB2:SOS1:GADS:p-3Y-SLP-76:PLCG:VAV:p-Y223,Y551-BTK	plasma membrane	Reactome DB_ID: 2424457	Protein1243	
Complex703	p-5Y-LAT:GRB2:SOS1:GADS:p-3Y-SLP-76:PLCG:VAV:p-Y223,Y551-BTK	plasma membrane	Reactome DB_ID: 2424457	SmallMolecule65	
Complex704	p-5Y-LAT:GRB2:SOS:GADS:p-3Y-SLP-76:p-2Y-BTK:VAV:p-PLCG	plasma membrane	Reactome DB_ID: 2424467	Complex705	
Complex704	p-5Y-LAT:GRB2:SOS:GADS:p-3Y-SLP-76:p-2Y-BTK:VAV:p-PLCG	plasma membrane	Reactome DB_ID: 2424467	Protein1244	
Complex704	p-5Y-LAT:GRB2:SOS:GADS:p-3Y-SLP-76:p-2Y-BTK:VAV:p-PLCG	plasma membrane	Reactome DB_ID: 2424467	Protein1243	
Complex704	p-5Y-LAT:GRB2:SOS:GADS:p-3Y-SLP-76:p-2Y-BTK:VAV:p-PLCG	plasma membrane	Reactome DB_ID: 2424467	SmallMolecule65	
Complex705	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:p-PLCG	plasma membrane	Reactome DB_ID: 2685659	Complex701	
Complex705	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:p-PLCG	plasma membrane	Reactome DB_ID: 2685659	Complex685	
Complex705	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:p-PLCG	plasma membrane	Reactome DB_ID: 2685659	Protein1245	
Complex707	p-5Y-LAT:GRB2:SOS:GADS:p-3Y-SLP-76:p-2Y-BTK:VAV	plasma membrane	Reactome DB_ID: 2424459	Complex701	
Complex707	p-5Y-LAT:GRB2:SOS:GADS:p-3Y-SLP-76:p-2Y-BTK:VAV	plasma membrane	Reactome DB_ID: 2424459	Complex685	
Complex707	p-5Y-LAT:GRB2:SOS:GADS:p-3Y-SLP-76:p-2Y-BTK:VAV	plasma membrane	Reactome DB_ID: 2424459	Protein1244	
Complex707	p-5Y-LAT:GRB2:SOS:GADS:p-3Y-SLP-76:p-2Y-BTK:VAV	plasma membrane	Reactome DB_ID: 2424459	Protein1243	
Complex707	p-5Y-LAT:GRB2:SOS:GADS:p-3Y-SLP-76:p-2Y-BTK:VAV	plasma membrane	Reactome DB_ID: 2424459	SmallMolecule65	
Complex708	Ca(4)CaM	cytosol	Reactome DB_ID: 74294	SmallMolecule72	
Complex708	Ca(4)CaM	cytosol	Reactome DB_ID: 74294	Protein1247	
Complex709	Adenylate cyclase (Mg2+ cofactor)	plasma membrane	Reactome DB_ID: 170665	SmallMolecule82	
Complex709	Adenylate cyclase (Mg2+ cofactor)	plasma membrane	Reactome DB_ID: 170665	Protein1248	
Complex71	NFkB Complex	nucleoplasm	Reactome DB_ID: 177673	Protein106	
Complex71	NFkB Complex	nucleoplasm	Reactome DB_ID: 177673	Protein105	
Complex710	active Calmodulin	cytosol	Reactome DB_ID: 194447	SmallMolecule72	
Complex710	active Calmodulin	cytosol	Reactome DB_ID: 194447	Protein1247	
Complex711	PKA tetramer	cytosol	Reactome DB_ID: 111922	Protein1258	
Complex711	PKA tetramer	cytosol	Reactome DB_ID: 111922	Protein1262	
Complex712	cAMP:PKA regulatory subunit	cytosol	Reactome DB_ID: 111923	SmallMolecule81	
Complex712	cAMP:PKA regulatory subunit	cytosol	Reactome DB_ID: 111923	Protein1262	
Complex713	phospho-CREB dimer	nucleoplasm	Reactome DB_ID: 111911	Protein223	
Complex713	phospho-CREB dimer	nucleoplasm	Reactome DB_ID: 111911	PhysicalEntity62	
Complex714	Calmodulin:CaMK IV	cytosol	Reactome DB_ID: 111900	Complex708	
Complex714	Calmodulin:CaMK IV	cytosol	Reactome DB_ID: 111900	Protein1271	
Complex715	Calmodulin:CaMK IV	nucleoplasm	Reactome DB_ID: 112281	Complex716	
Complex715	Calmodulin:CaMK IV	nucleoplasm	Reactome DB_ID: 112281	Protein1273	
Complex716	Ca(4)CaM	nucleoplasm	Reactome DB_ID: 629658	SmallMolecule83	
Complex716	Ca(4)CaM	nucleoplasm	Reactome DB_ID: 629658	Protein1272	
Complex717	phospho-CaMK IV:Calmodulin	nucleoplasm	Reactome DB_ID: 111904	Protein1274	
Complex717	phospho-CaMK IV:Calmodulin	nucleoplasm	Reactome DB_ID: 111904	Complex718	
Complex718	active Calmodulin	nucleoplasm	Reactome DB_ID: 194846	SmallMolecule83	
Complex718	active Calmodulin	nucleoplasm	Reactome DB_ID: 194846	Protein1272	
Complex72	DHX9:CpG:MyD88	cytosol	Reactome DB_ID: 3134868	Complex73	
Complex72	DHX9:CpG:MyD88	cytosol	Reactome DB_ID: 3134868	Protein109	
Complex720	Cam-PDE 1A homodimer	cytosol	Reactome DB_ID: 111974	Protein1275	
Complex721	Cam-PDE 1B homodimer	cytosol	Reactome DB_ID: 111975	Protein1276	
Complex722	Cam-PDE 1C homodimer	cytosol	Reactome DB_ID: 111976	Protein1277	
Complex723	active Cam-PDE 1	cytosol	Reactome DB_ID: 111953	Complex719	
Complex724	GRK2:calmodulin	plasma membrane	Reactome DB_ID: 111965	Protein1278	
Complex724	GRK2:calmodulin	plasma membrane	Reactome DB_ID: 111965	Protein1247	
Complex725	active PKC (alpha, gamma, delta)	cytosol	Reactome DB_ID: 112002	Protein1280	
Complex725	active PKC (alpha, gamma, delta)	cytosol	Reactome DB_ID: 112002	SmallMolecule72	
Complex726	p-5Y-LAT:PLCG1:GADS:p-3Y-SLP-76:BTK:p-VAV	plasma membrane	Reactome DB_ID: 2424469	Protein1283	
Complex726	p-5Y-LAT:PLCG1:GADS:p-3Y-SLP-76:BTK:p-VAV	plasma membrane	Reactome DB_ID: 2424469	Complex700	
Complex726	p-5Y-LAT:PLCG1:GADS:p-3Y-SLP-76:BTK:p-VAV	plasma membrane	Reactome DB_ID: 2424469	Protein326	
Complex726	p-5Y-LAT:PLCG1:GADS:p-3Y-SLP-76:BTK:p-VAV	plasma membrane	Reactome DB_ID: 2424469	SmallMolecule65	
Complex727	FCERI:IgE	plasma membrane	Reactome DB_ID: 2454224	Complex730	
Complex727	FCERI:IgE	plasma membrane	Reactome DB_ID: 2454224	Complex728	
Complex728	FCERI	plasma membrane	Reactome DB_ID: 2454198	Protein1284	
Complex728	FCERI	plasma membrane	Reactome DB_ID: 2454198	Protein1285	
Complex728	FCERI	plasma membrane	Reactome DB_ID: 2454198	Complex729	
Complex729	FCERIG dimer	plasma membrane	Reactome DB_ID: 210223	Protein1286	
Complex73	DHX9:CpG	cytosol	Reactome DB_ID: 3134960	PhysicalEntity7	
Complex73	DHX9:CpG	cytosol	Reactome DB_ID: 3134960	Protein110	
Complex730	IgE	extracellular region	Reactome DB_ID: 1591211	Complex253	
Complex730	IgE	extracellular region	Reactome DB_ID: 1591211	Complex731	
Complex731	IgE Heavy Chain	extracellular region	Reactome DB_ID: 1591209	Protein1287	
Complex731	IgE Heavy Chain	extracellular region	Reactome DB_ID: 1591209	Protein468	
Complex732	FCERI:IgE:allergin aggregate	plasma membrane	Reactome DB_ID: 2454196	PhysicalEntity64	
Complex732	FCERI:IgE:allergin aggregate	plasma membrane	Reactome DB_ID: 2454196	PhysicalEntity63	
Complex733	Allergin:p-LYN:p-FCERI:IgE aggregate	plasma membrane	Reactome DB_ID: 2454232	PhysicalEntity63	
Complex733	Allergin:p-LYN:p-FCERI:IgE aggregate	plasma membrane	Reactome DB_ID: 2454232	Complex734	
Complex734	p-LYN:p-FCERI:IgE aggregate	plasma membrane	Reactome DB_ID: 2454169	Complex730	
Complex734	p-LYN:p-FCERI:IgE aggregate	plasma membrane	Reactome DB_ID: 2454169	Protein1289	
Complex734	p-LYN:p-FCERI:IgE aggregate	plasma membrane	Reactome DB_ID: 2454169	PhysicalEntity65	
Complex735	Clustered p:LYN:p-FCERI:IgE:allergin:SYK	plasma membrane	Reactome DB_ID: 2454243	Complex733	
Complex735	Clustered p:LYN:p-FCERI:IgE:allergin:SYK	plasma membrane	Reactome DB_ID: 2454243	Protein922	
Complex736	Clustered p:LYN:p-FCERI:IgE:allergin:p-6Y-SYK	plasma membrane	Reactome DB_ID: 2454231	Protein923	
Complex736	Clustered p:LYN:p-FCERI:IgE:allergin:p-6Y-SYK	plasma membrane	Reactome DB_ID: 2454231	Complex733	
Complex737	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV	plasma membrane	Reactome DB_ID: 2685668	Complex700	
Complex737	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV	plasma membrane	Reactome DB_ID: 2685668	Protein924	
Complex738	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:PIP3:p-VAV	plasma membrane	Reactome DB_ID: 2685666	Complex700	
Complex738	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:PIP3:p-VAV	plasma membrane	Reactome DB_ID: 2685666	Protein928	
Complex738	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:PIP3:p-VAV	plasma membrane	Reactome DB_ID: 2685666	SmallMolecule65	
Complex739	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:PIP3:p-VAV:RAC1-GTP	plasma membrane	Reactome DB_ID: 2685706	Complex517	
Complex739	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:PIP3:p-VAV:RAC1-GTP	plasma membrane	Reactome DB_ID: 2685706	Complex700	
Complex739	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:PIP3:p-VAV:RAC1-GTP	plasma membrane	Reactome DB_ID: 2685706	Protein928	
Complex739	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:PIP3:p-VAV:RAC1-GTP	plasma membrane	Reactome DB_ID: 2685706	SmallMolecule65	
Complex74	AGER ligands:AGER	plasma membrane	Reactome DB_ID: 879365	Protein117	
Complex74	AGER ligands:AGER	plasma membrane	Reactome DB_ID: 879365	PhysicalEntity8	
Complex741	PAK2 dimer	cytosol	Reactome DB_ID: 2685645	Protein1291	
Complex742	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:PIP3:p-VAV:RAC1-GTP:PAK dimer	plasma membrane	Reactome DB_ID: 2685694	Complex739	
Complex742	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:PIP3:p-VAV:RAC1-GTP:PAK dimer	plasma membrane	Reactome DB_ID: 2685694	Complex740	
Complex743	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:TEC kinases:PIP3	plasma membrane	Reactome DB_ID: 2685683	Complex700	
Complex743	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:TEC kinases:PIP3	plasma membrane	Reactome DB_ID: 2685683	Protein1295	
Complex743	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:TEC kinases:PIP3	plasma membrane	Reactome DB_ID: 2685683	Protein924	
Complex743	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:TEC kinases:PIP3	plasma membrane	Reactome DB_ID: 2685683	SmallMolecule65	
Complex744	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:p-TEC kinases:PIP3	plasma membrane	Reactome DB_ID: 2685675	Complex700	
Complex744	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:p-TEC kinases:PIP3	plasma membrane	Reactome DB_ID: 2685675	Protein1299	
Complex744	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:p-TEC kinases:PIP3	plasma membrane	Reactome DB_ID: 2685675	Protein924	
Complex744	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:p-TEC kinases:PIP3	plasma membrane	Reactome DB_ID: 2685675	SmallMolecule65	
Complex745	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:p-2Y-TEC kinases	plasma membrane	Reactome DB_ID: 2685650	Complex700	
Complex745	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:p-2Y-TEC kinases	plasma membrane	Reactome DB_ID: 2685650	Protein1304	
Complex745	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:p-2Y-TEC kinases	plasma membrane	Reactome DB_ID: 2685650	Protein924	
Complex745	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:p-2Y-TEC kinases	plasma membrane	Reactome DB_ID: 2685650	SmallMolecule65	
Complex746	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:p-2Y-BTK/p-2Y-ITK:PIP3	plasma membrane	Reactome DB_ID: 2685707	Complex705	
Complex746	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:p-2Y-BTK/p-2Y-ITK:PIP3	plasma membrane	Reactome DB_ID: 2685707	Protein1299	
Complex746	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:p-2Y-BTK/p-2Y-ITK:PIP3	plasma membrane	Reactome DB_ID: 2685707	Protein924	
Complex746	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:p-2Y-BTK/p-2Y-ITK:PIP3	plasma membrane	Reactome DB_ID: 2685707	SmallMolecule65	
Complex748	PPP3R1:PPP3CA/B	cytosol	Reactome DB_ID: 2025977	Protein1311	
Complex748	PPP3R1:PPP3CA/B	cytosol	Reactome DB_ID: 2025977	Complex749	
Complex749	PPP3CA/B:Fe3+:Zn2+	cytosol	Reactome DB_ID: 2025949	SmallMolecule86	
Complex749	PPP3CA/B:Fe3+:Zn2+	cytosol	Reactome DB_ID: 2025949	SmallMolecule85	
Complex749	PPP3CA/B:Fe3+:Zn2+	cytosol	Reactome DB_ID: 2025949	Protein1308	
Complex75	AGE adducts:Peptide	extracellular region	Reactome DB_ID: 879479	SmallMolecule9	
Complex75	AGE adducts:Peptide	extracellular region	Reactome DB_ID: 879479	SmallMolecule8	
Complex750	PPP3R1:PPP3CA/B:Calmodulin:Ca2+	cytosol	Reactome DB_ID: 2025947	Complex751	
Complex750	PPP3R1:PPP3CA/B:Calmodulin:Ca2+	cytosol	Reactome DB_ID: 2025947	Complex752	
Complex751	PPP3CA/B:Calmodulin	cytosol	Reactome DB_ID: 2026003	Complex708	
Complex751	PPP3CA/B:Calmodulin	cytosol	Reactome DB_ID: 2026003	Complex749	
Complex752	PPP3R1:Ca2+	cytosol	Reactome DB_ID: 2025950	Protein1311	
Complex752	PPP3R1:Ca2+	cytosol	Reactome DB_ID: 2025950	SmallMolecule72	
Complex753	NFAT:CaN:CaM	cytosol	Reactome DB_ID: 2685705	Protein1316	
Complex753	NFAT:CaN:CaM	cytosol	Reactome DB_ID: 2685705	Complex750	
Complex754	NFAT:CaN:CaM	nucleoplasm	Reactome DB_ID: 2685690	Complex755	
Complex754	NFAT:CaN:CaM	nucleoplasm	Reactome DB_ID: 2685690	Protein1324	
Complex755	CaN:CaM:Ca2+	nucleoplasm	Reactome DB_ID: 2685698	Complex757	
Complex755	CaN:CaM:Ca2+	nucleoplasm	Reactome DB_ID: 2685698	Complex756	
Complex756	CaN alpha regulatory:Ca2+	nucleoplasm	Reactome DB_ID: 2685704	SmallMolecule83	
Complex756	CaN alpha regulatory:Ca2+	nucleoplasm	Reactome DB_ID: 2685704	Protein1320	
Complex757	CaN catalytic alpha/beta:Zn++:Fe3+:CaM:Ca2+	nucleoplasm	Reactome DB_ID: 2685716	Complex716	
Complex757	CaN catalytic alpha/beta:Zn++:Fe3+:CaM:Ca2+	nucleoplasm	Reactome DB_ID: 2685716	Complex758	
Complex758	CaN catalytic alpha/beta:Zn++:Fe3+	nucleoplasm	Reactome DB_ID: 2685714	SmallMolecule87	
Complex758	CaN catalytic alpha/beta:Zn++:Fe3+	nucleoplasm	Reactome DB_ID: 2685714	SmallMolecule88	
Complex758	CaN catalytic alpha/beta:Zn++:Fe3+	nucleoplasm	Reactome DB_ID: 2685714	Protein1321	
Complex759	RasGRPs:DAG:Ca2+	plasma membrane	Reactome DB_ID: 2685686	SmallMolecule72	
Complex759	RasGRPs:DAG:Ca2+	plasma membrane	Reactome DB_ID: 2685686	SmallMolecule69	
Complex759	RasGRPs:DAG:Ca2+	plasma membrane	Reactome DB_ID: 2685686	Protein1328	
Complex76	S100A12 dimer	extracellular region	Reactome DB_ID: 879439	Protein111	
Complex760	PKC-theta (open): DAG	plasma membrane	Reactome DB_ID: 202187	Protein1333	
Complex760	PKC-theta (open): DAG	plasma membrane	Reactome DB_ID: 202187	SmallMolecule69	
Complex761	p-Y90-PKC-theta:DAG	plasma membrane	Reactome DB_ID: 202300	Protein1334	
Complex761	p-Y90-PKC-theta:DAG	plasma membrane	Reactome DB_ID: 202300	SmallMolecule69	
Complex762	p-5Y-PKC-theta:DAG	plasma membrane	Reactome DB_ID: 2685674	Protein1335	
Complex762	p-5Y-PKC-theta:DAG	plasma membrane	Reactome DB_ID: 2685674	SmallMolecule69	
Complex763	DAG:p-5Y-PKC-theta:p-S552,S645-CARMA1	plasma membrane	Reactome DB_ID: 2685711	Complex762	
Complex763	DAG:p-5Y-PKC-theta:p-S552,S645-CARMA1	plasma membrane	Reactome DB_ID: 2685711	Protein1337	
Complex764	DAG:p-5Y-PKC-theta:p-S552,S645-CARMA1 oligomer	plasma membrane	Reactome DB_ID: 2685699	Complex762	
Complex764	DAG:p-5Y-PKC-theta:p-S552,S645-CARMA1 oligomer	plasma membrane	Reactome DB_ID: 2685699	PhysicalEntity66	
Complex765	BCL10:MALT1	cytosol	Reactome DB_ID: 2685715	Protein1339	
Complex765	BCL10:MALT1	cytosol	Reactome DB_ID: 2685715	Protein1338	
Complex766	DAG:p-5Y-PKC-theta:CBM complex	plasma membrane	Reactome DB_ID: 2685688	Complex762	
Complex766	DAG:p-5Y-PKC-theta:CBM complex	plasma membrane	Reactome DB_ID: 2685688	Complex767	
Complex767	p-CARMA1 oligomer:BCL10:MALT1 (CBM complex)	plasma membrane	Reactome DB_ID: 2685679	Complex765	
Complex767	p-CARMA1 oligomer:BCL10:MALT1 (CBM complex)	plasma membrane	Reactome DB_ID: 2685679	PhysicalEntity66	
Complex768	DAG:p-5Y-PKC-theta:CBM oligomer	plasma membrane	Reactome DB_ID: 2685671	Complex762	
Complex768	DAG:p-5Y-PKC-theta:CBM oligomer	plasma membrane	Reactome DB_ID: 2685671	Complex769	
Complex769	CBM oligomer	plasma membrane	Reactome DB_ID: 2685684	PhysicalEntity68	
Complex769	CBM oligomer	plasma membrane	Reactome DB_ID: 2685684	PhysicalEntity67	
Complex769	CBM oligomer	plasma membrane	Reactome DB_ID: 2685684	PhysicalEntity66	
Complex77	S100B homodimer	extracellular region	Reactome DB_ID: 879449	Protein112	
Complex770	DAG:p-5Y-PKC-theta:CBM oligomer:TRAF6	plasma membrane	Reactome DB_ID: 2685682	Complex762	
Complex770	DAG:p-5Y-PKC-theta:CBM oligomer:TRAF6	plasma membrane	Reactome DB_ID: 2685682	Complex771	
Complex771	CBM oligomer:TRAF6	plasma membrane	Reactome DB_ID: 2685697	Complex772	
Complex771	CBM oligomer:TRAF6	plasma membrane	Reactome DB_ID: 2685697	PhysicalEntity66	
Complex772	BCL10 oligomer:MALT1 oligomer:TRAF6	cytosol	Reactome DB_ID: 2685667	PhysicalEntity67	
Complex772	BCL10 oligomer:MALT1 oligomer:TRAF6	cytosol	Reactome DB_ID: 2685667	Complex773	
Complex773	MALT1oligomer:TRAF6	cytosol	Reactome DB_ID: 2685676	PhysicalEntity68	
Complex773	MALT1oligomer:TRAF6	cytosol	Reactome DB_ID: 2685676	Protein48	
Complex774	DAG:p-5Y-PKC-theta:CBM oligomer:TRAF6 oligomer	plasma membrane	Reactome DB_ID: 2685713	Complex762	
Complex774	DAG:p-5Y-PKC-theta:CBM oligomer:TRAF6 oligomer	plasma membrane	Reactome DB_ID: 2685713	Complex775	
Complex775	CBM oligomer:TRAF6 oligomer	plasma membrane	Reactome DB_ID: 2685695	PhysicalEntity68	
Complex775	CBM oligomer:TRAF6 oligomer	plasma membrane	Reactome DB_ID: 2685695	PhysicalEntity67	
Complex775	CBM oligomer:TRAF6 oligomer	plasma membrane	Reactome DB_ID: 2685695	PhysicalEntity66	
Complex775	CBM oligomer:TRAF6 oligomer	plasma membrane	Reactome DB_ID: 2685695	PhysicalEntity69	
Complex776	DAG:p-5Y-PKC-theta:CBM oligomer:oligo-K63-poly Ub-TRAF6	plasma membrane	Reactome DB_ID: 2685691	Complex762	
Complex776	DAG:p-5Y-PKC-theta:CBM oligomer:oligo-K63-poly Ub-TRAF6	plasma membrane	Reactome DB_ID: 2685691	Complex777	
Complex777	CBM oligomer:oligo-K63-poly Ub-TRAF6 oligomer	plasma membrane	Reactome DB_ID: 2685678	Protein86	
Complex777	CBM oligomer:oligo-K63-poly Ub-TRAF6 oligomer	plasma membrane	Reactome DB_ID: 2685678	PhysicalEntity68	
Complex777	CBM oligomer:oligo-K63-poly Ub-TRAF6 oligomer	plasma membrane	Reactome DB_ID: 2685678	PhysicalEntity67	
Complex777	CBM oligomer:oligo-K63-poly Ub-TRAF6 oligomer	plasma membrane	Reactome DB_ID: 2685678	PhysicalEntity66	
Complex778	DAG:p-5Y-PKC-theta:CBM oligomer:oligo-K63-poly Ub-TRAF6:TAK1:TAB1:TAB2/3	plasma membrane	Reactome DB_ID: 2685689	Complex137	
Complex778	DAG:p-5Y-PKC-theta:CBM oligomer:oligo-K63-poly Ub-TRAF6:TAK1:TAB1:TAB2/3	plasma membrane	Reactome DB_ID: 2685689	Complex776	
Complex779	DAG:p-5Y-PKC-theta:CBM oligomer:oligo-K63-poly Ub-TRAF6:activated TAK1 complex	plasma membrane	Reactome DB_ID: 2685709	Complex137	
Complex779	DAG:p-5Y-PKC-theta:CBM oligomer:oligo-K63-poly Ub-TRAF6:activated TAK1 complex	plasma membrane	Reactome DB_ID: 2685709	Complex776	
Complex78	p38 MAPK:MAPKAPK2/3	nucleoplasm	Reactome DB_ID: 450269	Protein148	
Complex78	p38 MAPK:MAPKAPK2/3	nucleoplasm	Reactome DB_ID: 450269	Protein145	
Complex780	p-S177,S181-IKKB:IKKA:NEMO	cytosol	Reactome DB_ID: 202513	Protein84	
Complex780	p-S177,S181-IKKB:IKKA:NEMO	cytosol	Reactome DB_ID: 202513	Protein57	
Complex780	p-S177,S181-IKKB:IKKA:NEMO	cytosol	Reactome DB_ID: 202513	Protein59	
Complex781	p-S177,S181-IKKB:IKKA:pUb-NEMO	cytosol	Reactome DB_ID: 202562	Protein84	
Complex781	p-S177,S181-IKKB:IKKA:pUb-NEMO	cytosol	Reactome DB_ID: 202562	Protein1340	
Complex781	p-S177,S181-IKKB:IKKA:pUb-NEMO	cytosol	Reactome DB_ID: 202562	Protein57	
Complex782	Ub-TRAF6 trimer bound to CBM complex	plasma membrane	Reactome DB_ID: 202456	Protein86	
