BiochemicalReaction1	Pro-EGF is cleaved to form mature EGF	Protein1	Protein2	
BiochemicalReaction339	Sos-mediated nucleotide exchange of Ras (PDGF receptor:Grb2:Sos)	SmallMolecule17	SmallMolecule18	
BiochemicalReaction339	Sos-mediated nucleotide exchange of Ras (PDGF receptor:Grb2:Sos)	Complex30	SmallMolecule18	
BiochemicalReaction34	Phosphorylated human RAF1 binds to RAS:GTP complex	Protein68	Complex37	
BiochemicalReaction34	Phosphorylated human RAF1 binds to RAS:GTP complex	Complex36	Complex37	
BiochemicalReaction340	STAT binds to the active receptor	Complex456	Complex464	
BiochemicalReaction340	STAT binds to the active receptor	Protein817	Complex464	
BiochemicalReaction341	Crk binds to the active PDGF receptor	Complex456	Complex465	
BiochemicalReaction341	Crk binds to the active PDGF receptor	Protein822	Complex465	
BiochemicalReaction342	p130Cas and C3G bind PDGFR bound Crk	Protein824	Complex466	
BiochemicalReaction342	p130Cas and C3G bind PDGFR bound Crk	Protein825	Complex466	
BiochemicalReaction342	p130Cas and C3G bind PDGFR bound Crk	Complex465	Complex466	
BiochemicalReaction343	Nck binds to the active PDGF receptor	Complex456	Complex467	
BiochemicalReaction343	Nck binds to the active PDGF receptor	Protein826	Complex467	
BiochemicalReaction344	Grb7 binds to the active PDGF receptor	Complex456	Complex468	
BiochemicalReaction344	Grb7 binds to the active PDGF receptor	Protein829	Complex468	
BiochemicalReaction345	Homodimerization of VEGF proteins	Protein830	Complex469	
BiochemicalReaction346	VEGF-A,B,PLGF bind to VEGFR1 leading to receptor dimerization	Protein836	Complex474	
BiochemicalReaction346	VEGF-A,B,PLGF bind to VEGFR1 leading to receptor dimerization	Complex470	Complex474	
BiochemicalReaction347	VEGF-A,C,D bind to VEGFR2 leading to receptor dimerization	Protein837	Complex479	
BiochemicalReaction347	VEGF-A,C,D bind to VEGFR2 leading to receptor dimerization	Complex476	Complex479	
BiochemicalReaction348	VEGF-C,D bind to VEGFR3 leading to receptor dimerization	Protein838	Complex482	
BiochemicalReaction348	VEGF-C,D bind to VEGFR3 leading to receptor dimerization	Complex481	Complex482	
BiochemicalReaction349	NRP-1 forms a ternary complex with VEGF165 and VEGFR1	Protein837	Complex484	
BiochemicalReaction349	NRP-1 forms a ternary complex with VEGF165 and VEGFR1	Protein839	Complex484	
BiochemicalReaction35	Activated RAF1 complex binds MEK	Protein70	Complex38	
BiochemicalReaction35	Activated RAF1 complex binds MEK	Complex35	Complex38	
BiochemicalReaction350	NRP-2 associates with VEGFR1 forming complexes on  cell surface	Protein840	Complex485	
BiochemicalReaction350	NRP-2 associates with VEGFR1 forming complexes on  cell surface	Protein836	Complex485	
BiochemicalReaction351	Processing of SCF isoform 1	Protein841	Protein140	
BiochemicalReaction351	Processing of SCF isoform 1	Protein841	Protein842	
BiochemicalReaction352	Dimerization of sSCF	Protein140	Complex92	
BiochemicalReaction353	Interaction of KIT and sSCF	Protein846	Complex486	
BiochemicalReaction353	Interaction of KIT and sSCF	Complex92	Complex486	
BiochemicalReaction354	Dimerization of KIT upon SCF binding	Complex486	Complex487	
BiochemicalReaction354	Dimerization of KIT upon SCF binding	Protein846	Complex487	
BiochemicalReaction355	Autophosphorylation of KIT	SmallMolecule2	Complex91	
BiochemicalReaction355	Autophosphorylation of KIT	Complex487	Complex91	
BiochemicalReaction355	Autophosphorylation of KIT	Complex487	SmallMolecule3	
BiochemicalReaction355	Autophosphorylation of KIT	SmallMolecule2	SmallMolecule3	
BiochemicalReaction356	Direct recruitment of PI3K to p-KIT	Complex91	Complex89	
BiochemicalReaction356	Direct recruitment of PI3K to p-KIT	Complex90	Complex89	
BiochemicalReaction357	Synthesis of PIP3 from PIP2 by PI3K	SmallMolecule4	SmallMolecule19	
BiochemicalReaction357	Synthesis of PIP3 from PIP2 by PI3K	SmallMolecule2	SmallMolecule19	
BiochemicalReaction357	Synthesis of PIP3 from PIP2 by PI3K	SmallMolecule2	SmallMolecule3	
BiochemicalReaction357	Synthesis of PIP3 from PIP2 by PI3K	SmallMolecule4	SmallMolecule3	
BiochemicalReaction358	Phosphorylation and activation of VAV1	Protein496	Complex489	
BiochemicalReaction358	Phosphorylation and activation of VAV1	SmallMolecule2	Complex489	
BiochemicalReaction358	Phosphorylation and activation of VAV1	SmallMolecule19	Complex489	
BiochemicalReaction358	Phosphorylation and activation of VAV1	SmallMolecule19	SmallMolecule3	
BiochemicalReaction358	Phosphorylation and activation of VAV1	SmallMolecule2	SmallMolecule3	
BiochemicalReaction358	Phosphorylation and activation of VAV1	Protein496	SmallMolecule3	
BiochemicalReaction359	Activation of RAC1	Complex491	Complex492	
BiochemicalReaction359	Activation of RAC1	SmallMolecule17	Complex492	
BiochemicalReaction359	Activation of RAC1	SmallMolecule17	SmallMolecule18	
BiochemicalReaction359	Activation of RAC1	Complex491	SmallMolecule18	
BiochemicalReaction36	RAF1  phosphorylates MEK1	SmallMolecule2	Protein73	
BiochemicalReaction36	RAF1  phosphorylates MEK1	Complex39	Protein73	
BiochemicalReaction36	RAF1  phosphorylates MEK1	Complex39	Complex35	
BiochemicalReaction36	RAF1  phosphorylates MEK1	SmallMolecule2	Complex35	
BiochemicalReaction36	RAF1  phosphorylates MEK1	Complex39	SmallMolecule3	
BiochemicalReaction36	RAF1  phosphorylates MEK1	SmallMolecule2	SmallMolecule3	
BiochemicalReaction360	Interaction of Src family kinases with p-KIT	Complex91	Complex490	
BiochemicalReaction360	Interaction of Src family kinases with p-KIT	Protein849	Complex490	
BiochemicalReaction361	Phosphorylation of p-KIT on Y900 by Src kinases	SmallMolecule2	Complex493	
BiochemicalReaction361	Phosphorylation of p-KIT on Y900 by Src kinases	Complex490	Complex493	
BiochemicalReaction361	Phosphorylation of p-KIT on Y900 by Src kinases	Complex490	SmallMolecule3	
BiochemicalReaction361	Phosphorylation of p-KIT on Y900 by Src kinases	SmallMolecule2	SmallMolecule3	
BiochemicalReaction362	GRB2:SOS interacts with p-KIT	Complex28	Complex495	
BiochemicalReaction362	GRB2:SOS interacts with p-KIT	Complex91	Complex495	
BiochemicalReaction363	SHP2 interacts with p-KIT	Protein272	Complex496	
BiochemicalReaction363	SHP2 interacts with p-KIT	Complex490	Complex496	
BiochemicalReaction364	Phosphorylation of SHP2 by SFKs	Complex496	Complex497	
BiochemicalReaction364	Phosphorylation of SHP2 by SFKs	SmallMolecule2	Complex497	
BiochemicalReaction364	Phosphorylation of SHP2 by SFKs	SmallMolecule2	SmallMolecule3	
BiochemicalReaction364	Phosphorylation of SHP2 by SFKs	Complex496	SmallMolecule3	
BiochemicalReaction365	GRB2 is indirectly recruited to p-KIT through SHP2	Protein62	Complex498	
BiochemicalReaction365	GRB2 is indirectly recruited to p-KIT through SHP2	Complex497	Complex498	
BiochemicalReaction366	Indirect recruitment of GAB2 to p-KIT	Protein855	Complex499	
BiochemicalReaction366	Indirect recruitment of GAB2 to p-KIT	Complex498	Complex499	
BiochemicalReaction367	Phosphorylation of GAB2 by SFKs	Complex499	Complex500	
BiochemicalReaction367	Phosphorylation of GAB2 by SFKs	SmallMolecule2	Complex500	
BiochemicalReaction367	Phosphorylation of GAB2 by SFKs	SmallMolecule2	SmallMolecule3	
BiochemicalReaction367	Phosphorylation of GAB2 by SFKs	Complex499	SmallMolecule3	
BiochemicalReaction368	Indirect recruitment of PI3K to KIT via p(Y)-GAB2	Complex90	Complex501	
BiochemicalReaction368	Indirect recruitment of PI3K to KIT via p(Y)-GAB2	Complex500	Complex501	
BiochemicalReaction369	Activation of RAS by p-KIT bound SOS1	Complex30	Complex31	
BiochemicalReaction369	Activation of RAS by p-KIT bound SOS1	SmallMolecule17	Complex31	
BiochemicalReaction369	Activation of RAS by p-KIT bound SOS1	SmallMolecule17	SmallMolecule18	
BiochemicalReaction369	Activation of RAS by p-KIT bound SOS1	Complex30	SmallMolecule18	
BiochemicalReaction37	RAF1 phosphorylates MEK2	Complex40	Complex35	
BiochemicalReaction37	RAF1 phosphorylates MEK2	SmallMolecule2	Complex35	
BiochemicalReaction37	RAF1 phosphorylates MEK2	SmallMolecule2	SmallMolecule3	
BiochemicalReaction37	RAF1 phosphorylates MEK2	Complex40	SmallMolecule3	
BiochemicalReaction37	RAF1 phosphorylates MEK2	SmallMolecule2	Protein74	
BiochemicalReaction37	RAF1 phosphorylates MEK2	Complex40	Protein74	
BiochemicalReaction370	Interaction of other tyrosine kinases with p-KIT	Complex91	Complex502	
BiochemicalReaction370	Interaction of other tyrosine kinases with p-KIT	Protein857	Complex502	
BiochemicalReaction371	Interaction of other adapter proteins with p-KIT	Protein862	Complex503	
BiochemicalReaction371	Interaction of other adapter proteins with p-KIT	Complex91	Complex503	
BiochemicalReaction372	JAK2 binds to p-KIT	Protein865	Complex504	
BiochemicalReaction372	JAK2 binds to p-KIT	Complex490	Complex504	
BiochemicalReaction373	Phosphorylation of JAK2	Complex504	Complex505	
BiochemicalReaction373	Phosphorylation of JAK2	SmallMolecule2	Complex505	
BiochemicalReaction373	Phosphorylation of JAK2	SmallMolecule2	SmallMolecule3	
BiochemicalReaction373	Phosphorylation of JAK2	Complex504	SmallMolecule3	
BiochemicalReaction374	Recruitment of STATs	Protein866	Complex506	
BiochemicalReaction374	Recruitment of STATs	Complex505	Complex506	
BiochemicalReaction375	Phosphorylation of STATs	SmallMolecule2	Complex507	
BiochemicalReaction375	Phosphorylation of STATs	Complex506	Complex507	
BiochemicalReaction375	Phosphorylation of STATs	Complex506	SmallMolecule3	
BiochemicalReaction375	Phosphorylation of STATs	SmallMolecule2	SmallMolecule3	
BiochemicalReaction376	Dimerization of STATs	Complex507	Complex508	
BiochemicalReaction377	Disassociation and translocation of STATs to the nucleus	Complex508	Complex510	
BiochemicalReaction377	Disassociation and translocation of STATs to the nucleus	Complex508	Complex505	
BiochemicalReaction378	PKC alpha interacts with and phosphorylates KIT	SmallMolecule2	Complex488	
BiochemicalReaction378	PKC alpha interacts with and phosphorylates KIT	Protein846	Complex488	
BiochemicalReaction378	PKC alpha interacts with and phosphorylates KIT	Protein59	Complex488	
BiochemicalReaction378	PKC alpha interacts with and phosphorylates KIT	Protein59	SmallMolecule3	
BiochemicalReaction378	PKC alpha interacts with and phosphorylates KIT	Protein846	SmallMolecule3	
BiochemicalReaction378	PKC alpha interacts with and phosphorylates KIT	SmallMolecule2	SmallMolecule3	
BiochemicalReaction379	Interaction of SHP1 and KIT	Protein877	Complex511	
BiochemicalReaction379	Interaction of SHP1 and KIT	Complex91	Complex511	
BiochemicalReaction38	Inactivation of MEK1 by p34cdc2	Protein75	SmallMolecule3	
BiochemicalReaction38	Inactivation of MEK1 by p34cdc2	SmallMolecule2	SmallMolecule3	
BiochemicalReaction38	Inactivation of MEK1 by p34cdc2	SmallMolecule2	Protein76	
BiochemicalReaction38	Inactivation of MEK1 by p34cdc2	Protein75	Protein76	
BiochemicalReaction380	SOCS1 as a regulator of KIT signaling	Protein878	Complex512	
BiochemicalReaction380	SOCS1 as a regulator of KIT signaling	Complex91	Complex512	
BiochemicalReaction381	Interaction of APS and p-KIT	Complex513	Complex514	
BiochemicalReaction381	Interaction of APS and p-KIT	Complex490	Complex514	
BiochemicalReaction382	Phosphorylation of APS	SmallMolecule2	Complex515	
BiochemicalReaction382	Phosphorylation of APS	Complex514	Complex515	
BiochemicalReaction382	Phosphorylation of APS	Complex514	SmallMolecule3	
BiochemicalReaction382	Phosphorylation of APS	SmallMolecule2	SmallMolecule3	
BiochemicalReaction383	Recruitment of CBL to KIT	Complex517	Complex518	
BiochemicalReaction383	Recruitment of CBL to KIT	Protein302	Complex518	
BiochemicalReaction384	Downregulation of c-Kit signaling by SOCS6	Protein881	Complex519	
BiochemicalReaction384	Downregulation of c-Kit signaling by SOCS6	Complex91	Complex519	
BiochemicalReaction385	LNK binds to p-KIT and inhibit downstream signaling	Complex91	Complex520	
BiochemicalReaction385	LNK binds to p-KIT and inhibit downstream signaling	Protein882	Complex520	
BiochemicalReaction386	PTP-RO interacts with p-c-Kit complex	Protein846	Complex521	
BiochemicalReaction386	PTP-RO interacts with p-c-Kit complex	Protein883	Complex521	
BiochemicalReaction387	ERBB3 binds neuregulins	Protein884	Complex522	
BiochemicalReaction387	ERBB3 binds neuregulins	PhysicalEntity7	Complex522	
BiochemicalReaction388	ERBB2 forms heterodimers with ligand-activated ERBB receptors: EGFR, ERBB3 and ERBB4	Complex523	Protein889	
BiochemicalReaction388	ERBB2 forms heterodimers with ligand-activated ERBB receptors: EGFR, ERBB3 and ERBB4	Complex526	Protein889	
BiochemicalReaction388	ERBB2 forms heterodimers with ligand-activated ERBB receptors: EGFR, ERBB3 and ERBB4	Complex526	Complex528	
BiochemicalReaction388	ERBB2 forms heterodimers with ligand-activated ERBB receptors: EGFR, ERBB3 and ERBB4	Complex523	Complex528	
BiochemicalReaction388	ERBB2 forms heterodimers with ligand-activated ERBB receptors: EGFR, ERBB3 and ERBB4	Complex526	PhysicalEntity23	
BiochemicalReaction388	ERBB2 forms heterodimers with ligand-activated ERBB receptors: EGFR, ERBB3 and ERBB4	Complex523	PhysicalEntity23	
BiochemicalReaction388	ERBB2 forms heterodimers with ligand-activated ERBB receptors: EGFR, ERBB3 and ERBB4	Complex526	Complex527	
BiochemicalReaction388	ERBB2 forms heterodimers with ligand-activated ERBB receptors: EGFR, ERBB3 and ERBB4	Complex523	Complex527	
BiochemicalReaction389	SRC family kinases phosphorylate ERBB2	SmallMolecule2	PhysicalEntity24	
BiochemicalReaction389	SRC family kinases phosphorylate ERBB2	PhysicalEntity23	PhysicalEntity24	
BiochemicalReaction389	SRC family kinases phosphorylate ERBB2	PhysicalEntity23	SmallMolecule3	
BiochemicalReaction389	SRC family kinases phosphorylate ERBB2	SmallMolecule2	SmallMolecule3	
BiochemicalReaction39	MEK1 binds ERK-1	Protein73	Complex41	
BiochemicalReaction39	MEK1 binds ERK-1	Protein80	Complex41	
BiochemicalReaction390	Trans-autophosphorylation of p-Y877-ERBB2 heterodimers	SmallMolecule2	PhysicalEntity25	
BiochemicalReaction390	Trans-autophosphorylation of p-Y877-ERBB2 heterodimers	PhysicalEntity24	PhysicalEntity25	
BiochemicalReaction390	Trans-autophosphorylation of p-Y877-ERBB2 heterodimers	PhysicalEntity24	SmallMolecule3	
BiochemicalReaction390	Trans-autophosphorylation of p-Y877-ERBB2 heterodimers	SmallMolecule2	SmallMolecule3	
BiochemicalReaction391	Trans-autophosphorylation of ERBB2 heterodimers	SmallMolecule2	PhysicalEntity26	
BiochemicalReaction391	Trans-autophosphorylation of ERBB2 heterodimers	PhysicalEntity23	PhysicalEntity26	
BiochemicalReaction391	Trans-autophosphorylation of ERBB2 heterodimers	PhysicalEntity23	SmallMolecule3	
BiochemicalReaction391	Trans-autophosphorylation of ERBB2 heterodimers	SmallMolecule2	SmallMolecule3	
BiochemicalReaction392	SHC1 binds phosphorylated ERBB2 heterodimers	PhysicalEntity27	Complex544	
BiochemicalReaction392	SHC1 binds phosphorylated ERBB2 heterodimers	Protein95	Complex544	
BiochemicalReaction393	SHC1 phosphorylation by ERBB2 heterodimers	SmallMolecule2	Complex545	
BiochemicalReaction393	SHC1 phosphorylation by ERBB2 heterodimers	Complex544	Complex545	
BiochemicalReaction393	SHC1 phosphorylation by ERBB2 heterodimers	Complex544	SmallMolecule3	
BiochemicalReaction393	SHC1 phosphorylation by ERBB2 heterodimers	SmallMolecule2	SmallMolecule3	
BiochemicalReaction394	Recruitment of GRB2:SOS1 to p-SHC1 in complex with phosphorylated ERBB2 heterodimers	Complex28	Complex546	
BiochemicalReaction394	Recruitment of GRB2:SOS1 to p-SHC1 in complex with phosphorylated ERBB2 heterodimers	Complex545	Complex546	
BiochemicalReaction395	RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers	Complex30	Complex31	
BiochemicalReaction395	RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers	SmallMolecule17	Complex31	
BiochemicalReaction395	RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers	SmallMolecule17	SmallMolecule18	
BiochemicalReaction395	RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers	Complex30	SmallMolecule18	
BiochemicalReaction396	GRB2:SOS1 complex binds phosphorylated EGFR:ERBB2 heterodimer	Complex112	Complex547	
BiochemicalReaction396	GRB2:SOS1 complex binds phosphorylated EGFR:ERBB2 heterodimer	Complex28	Complex547	
BiochemicalReaction397	RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers.	Complex30	Complex31	
BiochemicalReaction397	RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers.	SmallMolecule17	Complex31	
BiochemicalReaction397	RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers.	SmallMolecule17	SmallMolecule18	
BiochemicalReaction397	RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers.	Complex30	SmallMolecule18	
BiochemicalReaction398	GRB2:SOS1 complex binds phosphorylated ERBB4:ERBB2 heterodimers	PhysicalEntity28	Complex549	
BiochemicalReaction398	GRB2:SOS1 complex binds phosphorylated ERBB4:ERBB2 heterodimers	Complex28	Complex549	
BiochemicalReaction399	RAS guanyl nucleotide exchange mediated by SOS1 bound to GRB2 in complex with phosphorylated ERBB4:ERBB2 heterodimers	Complex30	Complex31	
