Complex1	TP53 Tetramer	nucleoplasm	Reactome DB_ID: 3209194	Protein1	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein276	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein277	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein278	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein279	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein280	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein281	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein282	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein283	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein284	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein285	
Complex73	26S proteasome	nucleoplasm	Reactome DB_ID: 177750	Protein286	
Complex74	Cyclin E:phospho-Cdk2 Complex	nucleoplasm	Reactome DB_ID: 68377	Protein287	
Complex74	Cyclin E:phospho-Cdk2 Complex	nucleoplasm	Reactome DB_ID: 68377	Protein288	
Complex75	Cyclin E1:Cdk2 complex	nucleoplasm	Reactome DB_ID: 68378	Protein72	
Complex75	Cyclin E1:Cdk2 complex	nucleoplasm	Reactome DB_ID: 68378	Protein69	
Complex76	Cyclin E1:phospho-Cdk2 complex	nucleoplasm	Reactome DB_ID: 68371	Protein72	
Complex76	Cyclin E1:phospho-Cdk2 complex	nucleoplasm	Reactome DB_ID: 68371	Protein288	
Complex77	Cyclin E2:Cdk2 complex	nucleoplasm	Reactome DB_ID: 68368	Protein71	
Complex77	Cyclin E2:Cdk2 complex	nucleoplasm	Reactome DB_ID: 68368	Protein69	
Complex78	Cyclin E2:phospho-Cdk2 complex	nucleoplasm	Reactome DB_ID: 68372	Protein71	
Complex78	Cyclin E2:phospho-Cdk2 complex	nucleoplasm	Reactome DB_ID: 68372	Protein288	
Complex79	Myc/Max heterodimer	nucleoplasm	Reactome DB_ID: 188378	Protein290	
Complex79	Myc/Max heterodimer	nucleoplasm	Reactome DB_ID: 188378	Protein291	
Complex8	Cyclin E:Cdk2:p21/p27 complex	nucleoplasm	Reactome DB_ID: 68376	Complex7	
Complex8	Cyclin E:Cdk2:p21/p27 complex	nucleoplasm	Reactome DB_ID: 68376	Protein73	
Complex80	Cyclin E:Phosho-Cdk2 (Thr 160)	nucleoplasm	Reactome DB_ID: 188362	Protein292	
Complex80	Cyclin E:Phosho-Cdk2 (Thr 160)	nucleoplasm	Reactome DB_ID: 188362	Protein287	
Complex81	Cyclin E:Phospho-Cdk2(Thr160):Rb complex	nucleoplasm	Reactome DB_ID: 188373	Complex80	
Complex81	Cyclin E:Phospho-Cdk2(Thr160):Rb complex	nucleoplasm	Reactome DB_ID: 188373	Protein207	
Complex82	Cyclin E:phospho-Cdk2 (Thr 160):phospho-Rb	nucleoplasm	Reactome DB_ID: 188391	Complex80	
Complex82	Cyclin E:phospho-Cdk2 (Thr 160):phospho-Rb	nucleoplasm	Reactome DB_ID: 188391	Protein293	
Complex83	E2F1:TFDP1	nucleoplasm	Reactome DB_ID: 68653	Protein165	
Complex83	E2F1:TFDP1	nucleoplasm	Reactome DB_ID: 68653	Protein159	
Complex84	preRC	nucleoplasm	Reactome DB_ID: 68559	Complex28	
Complex84	preRC	nucleoplasm	Reactome DB_ID: 68559	Complex85	
Complex85	CDT1:CDC6:ORC:origin complex	nucleoplasm	Reactome DB_ID: 68544	Protein295	
Complex85	CDT1:CDC6:ORC:origin complex	nucleoplasm	Reactome DB_ID: 68544	Complex29	
Complex86	Mcm10:pre-replicative complex	nucleoplasm	Reactome DB_ID: 68560	Complex84	
Complex86	Mcm10:pre-replicative complex	nucleoplasm	Reactome DB_ID: 68560	Protein127	
Complex87	phosphorylated Mcm2-7 complex	nucleoplasm	Reactome DB_ID: 68569	Complex28	
Complex87	phosphorylated Mcm2-7 complex	nucleoplasm	Reactome DB_ID: 68569	SmallMolecule6	
Complex88	RFA	nucleoplasm	Reactome DB_ID: 68567	Protein98	
Complex88	RFA	nucleoplasm	Reactome DB_ID: 68567	Protein99	
Complex88	RFA	nucleoplasm	Reactome DB_ID: 68567	Protein100	
Complex88	RFA	nucleoplasm	Reactome DB_ID: 68567	Protein302	
Complex89	RPA:Cdc45:CDK:DDK:Mcm10:pre-replicative complex	nucleoplasm	Reactome DB_ID: 68568	Complex23	
Complex89	RPA:Cdc45:CDK:DDK:Mcm10:pre-replicative complex	nucleoplasm	Reactome DB_ID: 68568	Complex88	
Complex9	Ub-p-S123-CDC25A	cytosol	Reactome DB_ID: 69589	Protein9	
Complex9	Ub-p-S123-CDC25A	cytosol	Reactome DB_ID: 69589	Protein78	
Complex90	primosome	nucleoplasm	Reactome DB_ID: 68507	Protein303	
Complex90	primosome	nucleoplasm	Reactome DB_ID: 68507	Protein304	
Complex90	primosome	nucleoplasm	Reactome DB_ID: 68507	Protein305	
Complex90	primosome	nucleoplasm	Reactome DB_ID: 68507	Protein299	
Complex91	DNA polymerase epsilon:origin complex	nucleoplasm	Reactome DB_ID: 68485	Complex92	
Complex91	DNA polymerase epsilon:origin complex	nucleoplasm	Reactome DB_ID: 68485	PhysicalEntity6	
Complex92	DNA polymerase epsilon	nucleoplasm	Reactome DB_ID: 68483	Protein306	
Complex92	DNA polymerase epsilon	nucleoplasm	Reactome DB_ID: 68483	Protein307	
Complex93	DNA polymerase alpha:primase:DNA polymerase alpha:origin complex	nucleoplasm	Reactome DB_ID: 68510	Complex90	
Complex93	DNA polymerase alpha:primase:DNA polymerase alpha:origin complex	nucleoplasm	Reactome DB_ID: 68510	Complex91	
Complex94	RNA primer-DNA primer:origin duplex	nucleoplasm	Reactome DB_ID: 68425	Complex95	
Complex94	RNA primer-DNA primer:origin duplex	nucleoplasm	Reactome DB_ID: 68425	PhysicalEntity11	
Complex95	RNA primer:origin duplex:DNA polymerase alpha:primase complex	nucleoplasm	Reactome DB_ID: 68423	PhysicalEntity10	
Complex95	RNA primer:origin duplex:DNA polymerase alpha:primase complex	nucleoplasm	Reactome DB_ID: 68423	PhysicalEntity6	
Complex95	RNA primer:origin duplex:DNA polymerase alpha:primase complex	nucleoplasm	Reactome DB_ID: 68423	Complex90	
Complex96	RNA primer-DNA primer:origin duplex with DNA damage	nucleoplasm	Reactome DB_ID: 113656	PhysicalEntity11	
Complex96	RNA primer-DNA primer:origin duplex with DNA damage	nucleoplasm	Reactome DB_ID: 113656	PhysicalEntity12	
Complex97	Rb1:RNA primer-DNA primer:origin duplex with DNA damage	nucleoplasm	Reactome DB_ID: 113646	Complex96	
Complex97	Rb1:RNA primer-DNA primer:origin duplex with DNA damage	nucleoplasm	Reactome DB_ID: 113646	Protein207	
Complex98	PP2A	nucleoplasm	Reactome DB_ID: 1362456	Protein210	
Complex98	PP2A	nucleoplasm	Reactome DB_ID: 1362456	Protein214	
Complex98	PP2A	nucleoplasm	Reactome DB_ID: 1362456	Protein216	
Complex99	Aborted replication complex	nucleoplasm	Reactome DB_ID: 113648	Complex97	
Complex99	Aborted replication complex	nucleoplasm	Reactome DB_ID: 113648	Complex83	
